id	type	modified	language	license	datasetID	institutionCode	ownerInstitutionCode	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	waterBody	country	countryCode	stateProvince	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferenceProtocol
Station_241_Date_08FEB1994:13:12:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_08FEB1994:13:12:00.000	Bag Seine	0.03	hectares	120 seconds	1994-02-08 13:12:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.034722	-96.955556	WGS84	100	Handheld GPS
Station_241_Date_09NOV2000:13:50:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_09NOV2000:13:50:00.000	Bag Seine	0.03	hectares	180 seconds	2000-11-09 13:50:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.035833	-96.954167	WGS84	100	Handheld GPS
Station_241_Date_27APR1992:14:59:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_27APR1992:14:59:00.000	Bag Seine	0.03	hectares	120 seconds	1992-04-27 14:59:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.036111	-96.954167	WGS84	100	Handheld GPS
Station_241_Date_19NOV1997:12:15:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_19NOV1997:12:15:00.000	Bag Seine	0.03	hectares	120 seconds	1997-11-19 12:15:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.036111	-96.954167	WGS84	100	Handheld GPS
Station_241_Date_07MAR2003:10:56:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_07MAR2003:10:56:00.000	Bag Seine	0.03	hectares	120 seconds	2003-03-07 10:56:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.036667	-96.953889	WGS84	100	Handheld GPS
Station_241_Date_07MAY2008:18:11:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_07MAY2008:18:11:00.000	Bag Seine	0.03	hectares	120 seconds	2008-05-07 18:11:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.5	28.037222	-96.953611	WGS84	100	Handheld GPS
Station_241_Date_22NOV2005:09:45:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_22NOV2005:09:45:00.000	Bag Seine	0.03	hectares	120 seconds	2005-11-22 09:45:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.2	28.037222	-96.955	WGS84	100	Handheld GPS
Station_241_Date_08AUG1996:14:25:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_08AUG1996:14:25:00.000	Bag Seine	0.03	hectares	120 seconds	1996-08-08 14:25:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.0375	-96.952778	WGS84	100	Handheld GPS
Station_241_Date_16AUG1995:10:37:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_16AUG1995:10:37:00.000	Bag Seine	0.03	hectares	120 seconds	1995-08-16 10:37:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.0375	-96.954167	WGS84	100	Handheld GPS
Station_241_Date_28MAR2002:10:06:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_28MAR2002:10:06:00.000	Bag Seine	0.03	hectares	120 seconds	2002-03-28 10:06:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.0375	-96.954167	WGS84	100	Handheld GPS
Station_241_Date_25FEB2002:10:07:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_25FEB2002:10:07:00.000	Bag Seine	0.03	hectares	120 seconds	2002-02-25 10:07:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.2	28.037778	-96.953333	WGS84	100	Handheld GPS
Station_241_Date_24JUL2006:11:14:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_24JUL2006:11:14:00.000	Bag Seine	0.03	hectares	120 seconds	2006-07-24 11:14:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.037778	-96.953889	WGS84	100	Handheld GPS
Station_241_Date_12JUL2000:11:02:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_12JUL2000:11:02:00.000	Bag Seine	0.03	hectares	120 seconds	2000-07-12 11:02:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.2	28.038611	-96.951944	WGS84	100	Handheld GPS
Station_241_Date_19MAR1992:13:59:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_19MAR1992:13:59:00.000	Bag Seine	0.03	hectares	120 seconds	1992-03-19 13:59:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.038889	-96.952778	WGS84	100	Handheld GPS
Station_241_Date_27SEP1995:12:26:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_27SEP1995:12:26:00.000	Bag Seine	0.03	hectares	120 seconds	1995-09-27 12:26:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.038889	-96.952778	WGS84	100	Handheld GPS
Station_241_Date_16FEB2007:15:25:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_241_Date_16FEB2007:15:25:00.000	Bag Seine	0.03	hectares	120 seconds	2007-02-16 15:25:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.040278	-96.951944	WGS84	100	Handheld GPS
Station_242_Date_10MAR1994:12:35:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_10MAR1994:12:35:00.000	Bag Seine	0.03	hectares	180 seconds	1994-03-10 12:35:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.040278	-96.95	WGS84	100	Handheld GPS
Station_242_Date_28MAR2002:10:34:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_28MAR2002:10:34:00.000	Bag Seine	0.03	hectares	120 seconds	2002-03-28 10:34:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.4	28.041389	-96.949722	WGS84	100	Handheld GPS
Station_242_Date_17NOV1993:13:32:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_17NOV1993:13:32:00.000	Bag Seine	0.03	hectares	120 seconds	1993-11-17 13:32:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.4	28.041667	-96.945833	WGS84	100	Handheld GPS
Station_242_Date_08APR1996:10:23:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_08APR1996:10:23:00.000	Bag Seine	0.03	hectares	120 seconds	1996-04-08 10:23:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.041667	-96.945833	WGS84	100	Handheld GPS
Station_242_Date_08AUG1996:13:49:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_08AUG1996:13:49:00.000	Bag Seine	0.03	hectares	120 seconds	1996-08-08 13:49:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.4	28.041667	-96.947222	WGS84	100	Handheld GPS
Station_242_Date_04APR1988:11:03:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_04APR1988:11:03:00.000	Bag Seine	0.03	hectares	120 seconds	1988-04-04 11:03:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.5	28.041667	-96.948611	WGS84	100	Handheld GPS
Station_242_Date_12JAN1993:12:10:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_12JAN1993:12:10:00.000	Bag Seine	0.03	hectares	120 seconds	1993-01-12 12:10:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.041667	-96.948611	WGS84	100	Handheld GPS
Station_242_Date_25APR2000:12:56:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_25APR2000:12:56:00.000	Bag Seine	0.03	hectares	120 seconds	2000-04-25 12:56:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.2	28.041667	-96.949444	WGS84	100	Handheld GPS
Station_242_Date_08JAN1985:10:57:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_08JAN1985:10:57:00.000	Bag Seine	0.03	hectares	120 seconds	1985-01-08 10:57:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.6	28.043056	-96.947222	WGS84	100	Handheld GPS
Station_242_Date_02NOV1988:11:36:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_02NOV1988:11:36:00.000	Bag Seine	0.03	hectares	60 seconds	1988-11-02 11:36:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.043056	-96.947222	WGS84	100	Handheld GPS
Station_242_Date_19NOV1997:11:54:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_19NOV1997:11:54:00.000	Bag Seine	0.03	hectares	120 seconds	1997-11-19 11:54:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.1	28.043056	-96.947222	WGS84	100	Handheld GPS
Station_242_Date_05JUN2001:18:43:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_05JUN2001:18:43:00.000	Bag Seine	0.03	hectares	120 seconds	2001-06-05 18:43:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.6	28.043056	-96.947778	WGS84	100	Handheld GPS
Station_242_Date_06JUN2005:16:48:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_06JUN2005:16:48:00.000	Bag Seine	0.03	hectares	120 seconds	2005-06-06 16:48:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.043333	-96.946944	WGS84	100	Handheld GPS
Station_242_Date_25APR2006:14:30:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_25APR2006:14:30:00.000	Bag Seine	0.03	hectares	120 seconds	2006-04-25 14:30:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.043611	-96.946667	WGS84	100	Handheld GPS
Station_242_Date_05JUN1991:17:06:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_05JUN1991:17:06:00.000	Bag Seine	0.03	hectares	120 seconds	1991-06-05 17:06:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.6	28.044444	-96.945833	WGS84	100	Handheld GPS
Station_242_Date_18AUG1994:12:13:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_18AUG1994:12:13:00.000	Bag Seine	0.03	hectares	120 seconds	1994-08-18 12:13:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.044444	-96.945833	WGS84	100	Handheld GPS
Station_242_Date_10OCT2005:17:54:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_10OCT2005:17:54:00.000	Bag Seine	0.03	hectares	120 seconds	2005-10-10 17:54:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.5	28.044444	-96.946111	WGS84	100	Handheld GPS
Station_242_Date_02APR2002:10:53:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_02APR2002:10:53:00.000	Bag Seine	0.03	hectares	120 seconds	2002-04-02 10:53:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.3	28.044722	-96.945278	WGS84	100	Handheld GPS
Station_242_Date_03SEP1999:11:38:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_03SEP1999:11:38:00.000	Bag Seine	0.03	hectares	120 seconds	1999-09-03 11:38:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.5	28.045556	-96.946389	WGS84	100	Handheld GPS
Station_242_Date_06JUN2007:15:53:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_06JUN2007:15:53:00.000	Bag Seine	0.03	hectares	120 seconds	2007-06-06 15:53:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.6	28.045833	-96.945278	WGS84	100	Handheld GPS
Station_242_Date_17JUN1987:14:24:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_17JUN1987:14:24:00.000	Bag Seine	0.03	hectares	180 seconds	1987-06-17 14:24:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.5	28.045833	-96.945833	WGS84	100	Handheld GPS
Station_242_Date_03AUG2006:11:57:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_03AUG2006:11:57:00.000	Bag Seine	0.03	hectares	120 seconds	2006-08-03 11:57:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.046667	-96.946111	WGS84	100	Handheld GPS
Station_242_Date_02JUN2008:16:07:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_02JUN2008:16:07:00.000	Bag Seine	0.03	hectares	120 seconds	2008-06-02 16:07:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.4	28.046944	-96.946111	WGS84	100	Handheld GPS
Station_242_Date_26JAN1987:10:56:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_26JAN1987:10:56:00.000	Bag Seine	0.03	hectares	60 seconds	1987-01-26 10:56:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.047222	-96.945833	WGS84	100	Handheld GPS
Station_242_Date_14JUN1994:18:49:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_14JUN1994:18:49:00.000	Bag Seine	0.03	hectares	240 seconds	1994-06-14 18:49:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.5	28.047222	-96.945833	WGS84	100	Handheld GPS
Station_242_Date_19JUL1994:14:15:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_19JUL1994:14:15:00.000	Bag Seine	0.03	hectares	180 seconds	1994-07-19 14:15:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.048611	-96.945833	WGS84	100	Handheld GPS
Station_242_Date_21SEP2004:16:33:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_21SEP2004:16:33:00.000	Bag Seine	0.03	hectares	120 seconds	2004-09-21 16:33:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.6	28.049444	-96.946111	WGS84	100	Handheld GPS
Station_242_Date_04SEP2008:14:26:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_242_Date_04SEP2008:14:26:00.000	Bag Seine	0.03	hectares	120 seconds	2008-09-04 14:26:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.049444	-96.946111	WGS84	100	Handheld GPS
Station_249_Date_18DEC1989:17:33:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_18DEC1989:17:33:00.000	Bag Seine	0.03	hectares	120 seconds	1989-12-18 17:33:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.016667	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_09OCT1985:11:28:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_09OCT1985:11:28:00.000	Bag Seine	0.03	hectares	120 seconds	1985-10-09 11:28:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.6	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_06FEB1986:14:33:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_06FEB1986:14:33:00.000	Bag Seine	0.03	hectares	60 seconds	1986-02-06 14:33:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.1	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_10JAN1986:15:27:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_10JAN1986:15:27:00.000	Bag Seine	0.03	hectares	60 seconds	1986-01-10 15:27:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_19DEC1990:15:15:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_19DEC1990:15:15:00.000	Bag Seine	0.03	hectares	120 seconds	1990-12-19 15:15:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_12JUL1994:09:27:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_12JUL1994:09:27:00.000	Bag Seine	0.03	hectares	120 seconds	1994-07-12 09:27:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.5	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_18NOV1994:12:23:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_18NOV1994:12:23:00.000	Bag Seine	0.03	hectares	240 seconds	1994-11-18 12:23:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_20DEC1995:09:45:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_20DEC1995:09:45:00.000	Bag Seine	0.03	hectares	120 seconds	1995-12-20 09:45:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_31JAN1995:10:32:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_31JAN1995:10:32:00.000	Bag Seine	0.03	hectares	120 seconds	1995-01-31 10:32:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_28JUN1995:09:11:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_28JUN1995:09:11:00.000	Bag Seine	0.03	hectares	120 seconds	1995-06-28 09:11:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_28AUG1996:09:19:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_28AUG1996:09:19:00.000	Bag Seine	0.03	hectares	120 seconds	1996-08-28 09:19:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_16FEB1996:15:29:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_16FEB1996:15:29:00.000	Bag Seine	0.03	hectares	120 seconds	1996-02-16 15:29:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_10DEC1997:10:00:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_10DEC1997:10:00:00.000	Bag Seine	0.03	hectares	120 seconds	1997-12-10 10:00:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_24NOV1997:13:57:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_24NOV1997:13:57:00.000	Bag Seine	0.03	hectares	120 seconds	1997-11-24 13:57:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_08FEB1999:16:12:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_08FEB1999:16:12:00.000	Bag Seine	0.03	hectares	120 seconds	1999-02-08 16:12:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_22JUN1999:14:02:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_22JUN1999:14:02:00.000	Bag Seine	0.03	hectares	240 seconds	1999-06-22 14:02:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.018056	-97.051389	WGS84	100	Handheld GPS
Station_249_Date_11MAY1999:14:07:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_11MAY1999:14:07:00.000	Bag Seine	0.03	hectares	120 seconds	1999-05-11 14:07:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.6	28.018056	-97.0525	WGS84	100	Handheld GPS
Station_249_Date_20DEC2000:13:21:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_249_Date_20DEC2000:13:21:00.000	Bag Seine	0.03	hectares	120 seconds	2000-12-20 13:21:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.1	28.018333	-97.051389	WGS84	100	Handheld GPS
